0,0,Header,1,4,15360,
1,0,Start_track,,,,
1,0,Title_t,Transport,,,
1,0,Instrument_name_t,Hardware Interface II,,,
1,0,MIDI_port,0,,,
1,0,Tempo,468749,,,
1,0,Time_signature,4,2,24,8
1,6451200,End_track,,,,
2,0,Start_track,,,,
2,0,Title_t," Hip Hop Kit 03",,,
2,0,Instrument_name_t," Hip Hop Kit 03",,,
2,0,MIDI_port,239,,,
2,15360,Note_on_c,0,36,100,
2,30720,Note_off_c,0,36,0,
2,30720,Note_on_c,0,36,100,
2,46080,Note_off_c,0,36,0,
2,46080,Note_on_c,0,36,100,
2,61440,Note_off_c,0,36,0,
2,61440,Note_on_c,0,36,100,
2,76800,Note_off_c,0,36,0,
2,76800,Note_on_c,0,36,100,
2,92160,Note_off_c,0,36,0,
2,92160,Note_on_c,0,36,100,
2,107520,Note_off_c,0,36,0,
2,107520,Note_on_c,0,36,100,
2,122880,Note_off_c,0,36,0,
2,122880,Note_on_c,0,36,100,
2,138240,Note_off_c,0,36,0,
2,138240,Note_on_c,0,36,100,
2,153600,Note_off_c,0,36,0,
2,153600,Note_on_c,0,36,100,
2,168960,Note_off_c,0,36,0,
2,168960,Note_on_c,0,36,100,
2,184320,Note_off_c,0,36,0,
2,184320,Note_on_c,0,36,100,
2,199680,Note_off_c,0,36,0,
2,199680,Note_on_c,0,36,100,
2,215040,Note_off_c,0,36,0,
2,215040,Note_on_c,0,36,100,
2,230400,Note_off_c,0,36,0,
2,230400,Note_on_c,0,36,100,
2,245760,Note_off_c,0,36,0,
2,245760,Note_on_c,0,36,100,
2,261120,Note_off_c,0,36,0,
2,261120,Note_on_c,0,36,100,
2,276480,Note_off_c,0,36,0,
2,276480,Note_on_c,0,36,100,
2,291840,Note_off_c,0,36,0,
2,291840,Note_on_c,0,36,100,
2,307200,Note_off_c,0,36,0,
2,307200,Note_on_c,0,36,100,
2,322560,Note_off_c,0,36,0,
2,322560,Note_on_c,0,36,100,
2,337920,Note_off_c,0,36,0,
2,337920,Note_on_c,0,36,100,
2,353280,Note_off_c,0,36,0,
2,353280,Note_on_c,0,36,100,
2,368640,Note_off_c,0,36,0,
2,368640,Note_on_c,0,36,100,
2,384000,Note_off_c,0,36,0,
2,384000,Note_on_c,0,36,100,
2,399360,Note_off_c,0,36,0,
2,399360,Note_on_c,0,36,100,
2,414720,Note_off_c,0,36,0,
2,414720,Note_on_c,0,36,100,
2,430080,Note_off_c,0,36,0,
2,430080,Note_on_c,0,36,100,
2,445440,Note_off_c,0,36,0,
2,445440,Note_on_c,0,36,100,
2,460800,Note_off_c,0,36,0,
2,460800,Note_on_c,0,36,100,
2,476160,Note_off_c,0,36,0,
2,476160,Note_on_c,0,36,100,
2,491520,Note_off_c,0,36,0,
2,491520,Note_on_c,0,36,100,
2,506880,Note_off_c,0,36,0,
2,506880,Note_on_c,0,36,100,
2,522240,Note_off_c,0,36,0,
2,522240,Note_on_c,0,36,100,
2,537600,Note_off_c,0,36,0,
2,537600,Note_on_c,0,36,100,
2,552960,Note_off_c,0,36,0,
2,552960,Note_on_c,0,36,100,
2,568320,Note_off_c,0,36,0,
2,568320,Note_on_c,0,36,100,
2,583680,Note_off_c,0,36,0,
2,583680,Note_on_c,0,36,100,
2,599040,Note_off_c,0,36,0,
2,599040,Note_on_c,0,36,100,
2,614400,Note_off_c,0,36,0,
2,614400,Note_on_c,0,36,100,
2,629760,Note_off_c,0,36,0,
2,629760,Note_on_c,0,36,100,
2,645120,Note_off_c,0,36,0,
2,645120,Note_on_c,0,36,100,
2,660480,Note_off_c,0,36,0,
2,660480,Note_on_c,0,36,100,
2,675840,Note_off_c,0,36,0,
2,675840,Note_on_c,0,36,100,
2,691200,Note_off_c,0,36,0,
2,691200,Note_on_c,0,36,100,
2,706560,Note_off_c,0,36,0,
2,706560,Note_on_c,0,36,100,
